review_id,app_name,rating,review_date,review_text_original,review_text_clean,aspect_category,sentiment
d197c73d-6686-461b-9c55-174eaa0af580,AyoKasbon,1,,aneh...habis isi data malah ga bisa masuk trus data data w di kemanain..?,aneh..habis isi data malah tidak bisa masuk terus data data saya di kemanain..?,Kemudahan Penggunaan,negatif
fc2d1edc-6d0b-46ea-83e7-e0582550dc7a,AyoKasbon,1,,apk stress gk bisa masuk. awas aja data gua disebar gua laporin.. tgl 27 mai 2025 gua ss sbagi tanda bukti,aplikasi stres tidak bisa masuk. awas saja data saya disebar saya laporin.. tanggal 27 mau 2025 saya ss sbagi tanda bukti,Kemudahan Penggunaan,negatif
7e0e36c8-d6bf-4694-a4c9-9ea3fb35c1c4,AyoKasbon,1,,g jelas bgt ni aplikasi dah isi data trus ngilang dah nyuruh login tp g BS..jgn sampe menyalahgunakan data sya y..,tidak jelas banget ini aplikasi sudah isi data terus menghilang sudah nyuruh login tapi tidak bs..jgn sampai menyalahgunakan data saya y..,Kemudahan Penggunaan,negatif
89b4011d-6081-4f70-964d-560a820d33bc,AyoKasbon,1,,tolong Hapus data saya pada tanggal 29.06.25 Apk ga jelas Udh daftar tetap ga masuk masuk jangan sampai anda salah gunakan data saya cukup sekian,mohon menghapus data saya kepada tarikh 29.06.25 aplikasi tidak jelas sudah mendaftar tetap tidak masuk masuk jangan hingga saudara salah gunakan data saya cukup sekian,Kemudahan Penggunaan,negatif
a868c021-da01-4a2f-8185-2bc527ca9125,AyoKasbon,1,,"apk gak jelas tolol, pengajuan ribet banget","aplikasi tidak jelas tolol, pengajuan rumit banget",Kemudahan Penggunaan,negatif
1033686e-4c86-4b76-a2d4-e7f71c345311,AyoKasbon,1,,apk tolol mau login aja gak bisa,aplikasi tolol mau login saja tidak bisa,Kemudahan Penggunaan,negatif
38ec3b47-3e6f-4c03-8450-3b702b8e9a17,AyoKasbon,2,,Apk aneh gak bisa daftar,aplikasi aneh tidak bisa mendaftar,Kemudahan Penggunaan,negatif
58bc7768-2855-4789-8868-c235db63e08a,AyoKasbon,5,,Aplikasi ini sangat bermanfaat sekali..,aplikasi ini sangat bermanfaat sekali..,Kemudahan Penggunaan,positif
2c42739f-a790-4256-bf71-2a948e6be05e,AyoKasbon,5,,Sangat membantu di saat kebutuhan mendadak para karyawan,sangat membantu di saat kebutuhan mendadak para karyawan,Kemudahan Penggunaan,positif
926be920-a77a-4555-a8d1-a36fe87e5470,AyoKasbon,5,,Aplikasi ini sangat membantu sekali👍,aplikasi ini sangat membantu sekali,Kemudahan Penggunaan,positif
f8e41ff6-51ed-48e9-9cb2-3fef138e1153,AyoKasbon,5,,App yg sangat memudahkan karyawan ambil gaji diawal sebelum tgl gajian tnpa dibebani bunga...,app yang sangat memudahkan karyawan ambil gaji diawal sebelum tanggal penggajian tanpa dibebani bunga..,Kemudahan Penggunaan,positif
2bbcb299-1c19-4639-a6f8-888b78514d8f,AyoKasbon,5,,Aplikasi ini sangat membantu sekali ... 👍👍👍,aplikasi ini sangat membantu sekali ..,Kemudahan Penggunaan,positif
9f380276-3ce4-4b65-baab-37d77731b973,AyoKasbon,5,,sangat membantu untuk kebutuhan yang mendadak,sangat membantu untuk kebutuhan yang mendadak,Kemudahan Penggunaan,positif
0e24d6cb-1c51-479c-a0b1-c4c74a50b013,AyoKasbon,5,,"Aplikasinya sangat bagus, membantu saat kebutuhan mendadak bagi karyawan..","aplikasinya sangat bagus, membantu saat kebutuhan mendadak bagi karyawan..",Kemudahan Penggunaan,positif
5b758105-1481-4011-9723-ce17e8b168f8,AyoKasbon,5,,Kebantu banget sama aplikasi ini terima kasih ayo kasbon,kebantu banget sama aplikasi ini terima kasih ayo kasbon,Kemudahan Penggunaan,positif
68d7092c-6c0c-4557-a7ed-c16be09a00f7,AyoKasbon,5,,Aplikasi Mudah Di Acc,aplikasi gampang di menyetujui,Kemudahan Penggunaan,positif
8ac7ce2b-9867-42d6-89ea-fa455b08371a,AyoKasbon,5,,Bagus sesuai kebutuhan pas tanggal tua,bagus sesuai kebutuhan pas tanggal tua,Kemudahan Penggunaan,positif
ee51b190-bea3-4572-b3d8-5d6647aff02a,GajiGesa,1,,Aplikasi yang sangat amat tidak membantu.. pasti saja setiap mau tarik gaji sushanya minta ampun.. di tambah setiap penarikan kena potongan ...padahal potongan segitu buat org kaya saya bisa buat makan 6 hari,aplikasi yang sangat amat tidak membantu.. pasti saja setiap mau tarik gaji sushanya meminta ampun.. di tambah setiap penarikan kena pemotongan ..padahal pemotongan segitu untuk orang seperti saya bisa untuk makan 6 hari,Biaya/Potongan,negatif
db34f238-f88e-4dd6-96c4-7e23308abc43,GajiGesa,1,,"Tidak bisa bertransaksi silahkan hub HR ,kata HR ""sedang maintenance ditunggu aja"" dari tgl 02 febuary sampai tgl 09 febuary maintenance apaan ?padahal gaji udah dipotong pas butuh gak bisa bertransaksi dan tarik gaji ,,,ini si namanya bukan makin mudah tapi makin suram","tidak bisa bertransaksi silakan hubungi hr ,kata hr ""sedang maintenance ditunggu aja"" dari tanggal 02 febuary hingga tanggal 09 febuary maintenance apaan ?padahal gaji sudah dipotong pas membutuhkan tidak bisa bertransaksi dan tarik gaji ,,ini sih namanya bukan makin gampang tapi makin suram",Biaya/Potongan,negatif
b95114c8-f7e6-435f-b175-fb261adf30b2,GajiGesa,1,,Untuk adminnya tidak ada tanggapan,untuk adminnya tidak ada tanggapan,Biaya/Potongan,negatif
598a13ed-55c6-4f89-939a-e2332db571f6,GajiGesa,1,,terlalu gede biaya potongannya,amat sangat besar biaya potongannya,Biaya/Potongan,negatif
8317adb4-5e17-4f9e-b56c-a2fcc3528514,GajiGesa,3,,Adminya mahal sekali. Haha. Auto hapus apps. Narik 1 mio adminnya 25 k.,adminya mahal sekali. haha. auto menghapus apps. menarik 1 mio adminnya 25 k.,Biaya/Potongan,negatif
2fe3e3ef-3dba-445c-a820-5b4d6b5d8201,GajiGesa,4,,Gajigesa sangat membantu disaat lg butuh uang darurat sebelum gajian. Tapi kalo bisa biaya adminnya jgn terlalu mahal.,gajigesa sangat membantu disaat lagi membutuhkan uang darurat sebelum gajian. tapi kalau bisa biaya adminnya jangan amat sangat mahal.,Biaya/Potongan,negatif
24121423-83ca-45a8-9027-671d300ce902,GajiGesa,5,,Sangat membantu dari pada aplikasi Pinjol yang lain yang bunga nya sangat memeras konsumen,sangat membantu dari kepada aplikasi pinjol yang lainnya yang suku bunga ya sangat memeras konsumen,Biaya/Potongan,negatif
e4f519c7-e99c-4eb0-b12e-b20306e4ad8d,GajiGesa,5,,biaya admin nya terlalu gede kak. untuk yg lain nya so far so good 👌,biaya administrator ya amat sangat besar kak. untuk yang lainnya ya sok far sok bagus,Biaya/Potongan,negatif
ff69d3d1-74b2-4a33-81d9-fe03bf957ad1,GajiGesa,4,,biaya layanannya memang ada dan saya harap ke depannya bisa lebih transparan dalam menjelaskan rinciannya karena saya harus membaca cukup lama untuk memahami struktur biayanya secara keseluruhan,biaya layanannya memang ada dan saya harap ke depannya bisa lebih transparan dalam menjelaskan rinciannya karena saya harus membaca cukup lama untuk memahami struktur biayanya secara keseluruhan,Biaya/Potongan,netral
6eb20824-a54a-44fd-ab33-492cebaf57ed,GajiGesa,5,,potongan akan terlihat sebelum pengguna mengkonfirmasi penarikan,potongan akan terlihat sebelum pengguna mengkonfirmasi penarikan,Biaya/Potongan,netral
471c7604-421f-47dc-940d-913b5dabf5f5,GajiGesa,5,,potongan gaji saya 50 ribu bulan ini,potongan gaji saya 50 ribu bulan ini,Biaya/Potongan,netral
a5ad9a20-c9a5-4980-b39e-e93813baa75a,GajiGesa,5,,ada pajak ppn dalam setiap penarikan,ada pajak ppn dalam setiap penarikan,Biaya/Potongan,netral
6dc1c632-1ff7-44c0-8c77-85f5ce0539c0,GajiGesa,5,,potongan gaji saya bulan ini sebesar 50 ribu,potongan gaji saya bulan ini sebesar 50 ribu,Biaya/Potongan,netral
6b34c02c-6bb4-4097-96cb-dcc4690d492e,GajiGesa,1,,"Aplikasi gak berguna, banyakan potongan saldo. Pengajuan pembatalan nomilal kecil gk bsa di cancel demi mendapakan biyaya admin. Taiii !!!!","aplikasi tidak berguna, banyakan pemotongan saldo. pengajuan pembatalan nomilal kecil tidak bisa di batalkan demi mendapakan biyaya admin. taii !!",Biaya/Potongan,positif
9786809f-6339-4aaf-ac96-6fe30ec8a4e5,GajiGesa,4,,Biaya adminnya mungkin bisa diperkecil,biaya adminnya barangkali bisa diperkecil,Biaya/Potongan,positif
01493b18-84eb-47c6-afdc-d4325a06e90d,GajiGesa,5,,ada potongan 2.500 per transaksi,ada potongan 2.500 per transaksi,Biaya/Potongan,positif
e147e9e4-820d-4312-b053-6d41179e5ca5,GajiGesa,5,,"Sangat membantu, biaya admin nya kurangin","sangat membantu, biaya administrator ya kurangi",Biaya/Potongan,positif
24f3d526-6c0b-4d82-ada8-e2579a8bcc37,GajiGesa,5,,"Mantap aplikasinya, semua penarikan transaksi tergantung Hrdnya respon cepat adminnya.","mantap aplikasinya, semuanya penarikan bertransaksi tergantung hrdnya merespons cepat adminnya.",Biaya/Potongan,positif
22031e20-955b-46b9-b55c-5d615136de3d,GajiGesa,1,,"Mending Uninstall aja aplikasinya gak guna, CS nya juga gak ada respon lama banget.","mending menghapus saja aplikasinya tidak guna, layanan pelanggan ya juga tidak ada merespons lama banget.",Customer Service,negatif
ad8d9ff7-0013-415e-b40b-70040c25ac72,GajiGesa,1,,"Loading terus , komplain ke cs , di suruh uninstall dulu , pas udah di instal akun tidak terdaftar , payah","memuat terus , keluhan ke layanan pelanggan , di menyuruh menghapus dulu , pas sudah di menginstal akun pengguna tidak terdaftar , buruk",Customer Service,negatif
e69c6879-edf9-4d36-b114-11095cfc6840,GajiGesa,1,,"Payah......transaksi harus jam kerja, proses nya lama, admin slow respont","payah..transaksi harus jam kerja, proses ya lama, administrator lambat respont",Customer Service,negatif
fe373340-3c33-4239-bb27-de4cc5c51bd9,GajiGesa,1,,layanannya Slow respon,layanan nya lambat merespon,Customer Service,negatif
db34f238-f88e-4dd6-96c4-7e23308abc43,GajiGesa,1,,"Tidak bisa bertransaksi silahkan hub HR ,kata HR ""sedang maintenance ditunggu aja"" dari tgl 02 febuary sampai tgl 09 febuary maintenance apaan ?padahal gaji udah dipotong pas butuh gak bisa bertransaksi dan tarik gaji ,,,ini si namanya bukan makin mudah tapi makin suram","tidak bisa bertransaksi silakan hubungi hr ,kata hr ""sedang maintenance ditunggu aja"" dari tanggal 02 febuary hingga tanggal 09 febuary maintenance apaan ?padahal gaji sudah dipotong pas membutuhkan tidak bisa bertransaksi dan tarik gaji ,,ini sih namanya bukan makin gampang tapi makin suram",Customer Service,negatif
b1274ef2-b36d-44dc-8a2a-4b2966f57db9,GajiGesa,1,,"Pelayanan sangat lambat, slow respon","pelayanan sangat lambat, lambat merespons",Customer Service,negatif
bd08f8a1-67d0-4b29-978a-13f76da7c19e,GajiGesa,1,,Makin kesini makin ngga jelas baru awal penarikan sudah ngga bisa sudah hubungi CS ngga ada respon menghubungi HRD suruh tanya CS,makin ke sini makin tidak jelas baru mulai penarikan sudah tidak bisa sudah menghubungi layanan pelanggan tidak ada merespons menghubungi hrd menyuruh bertanya layanan pelanggan,Customer Service,negatif
56eb3516-0486-4ba5-b9ce-f4e3bfeb4b51,GajiGesa,1,,"setelah Owner perusahaan melakukan promosi aplikasi kok tiba² aplikasi gak bisa digunakan. Hubungi CS pun hanya disuruh call HRD perusahaan. Entah aplikasi nya yg bermasalah atau perusahaan yg bermasalah, intinya sangat tidak profesional!!!","setelah owner perseroan melakukan promosi aplikasi mengapa tiba-tiba aplikasi tidak bisa digunakan. menghubungi layanan pelanggan pun saja disuruh call hrd perusahaan. entah aplikasi ya yang bermasalah atau perseroan yang bermasalah, intinya sangat tidak profesional!!",Customer Service,negatif
cd72947c-dda6-4f1b-9d52-d1f2702caba1,GajiGesa,1,,Pelayanan lambat cs dihubungi lama balesnya aplikasi gampang eror dibuka gak bisa tolong diperbaiki sistem kanyak gini mempersukit,pelayanan lambat layanan pelanggan dihubungi lama balesnya aplikasi mudah error dibuka tidak bisa mohon diperbaiki sistem kanyak begini mempersukit,Customer Service,negatif
9751a27a-8c56-485f-b223-7622583a8ede,GajiGesa,1,,aplikasi tdk untuk rekomendasi...banyak kendala pas pencairan trus dr CS nya juga low respon...mengecewakan,aplikasi tidak untuk rekomendasi..banyak kendala pas pencairan terus dari layanan pelanggan ya juga low respon..mengecewakan,Customer Service,negatif
ca03cae1-a7a2-44b5-b4eb-c6cbef558e5c,GajiGesa,1,,"Tidak bisa melakukan transaksi dengan keterangan akun tidak aktif dari 21 Maret 2026 sampai 21 April 2026. Sementara pihak Vendor tidak mengetahui penyebab hal ini. Koordinasi dengan CS aplikasi by WA, nomer saya malah di Blokir!","tidak bisa melakukan bertransaksi dengan keterangan akun pengguna tidak aktif dari 21 maret 2026 hingga 21 april 2026. sementara pihak vendor tidak mengetahui penyebab hal ini. koordinasi dengan layanan pelanggan aplikasi biaya wa, nomor saya malah di blokir!",Customer Service,negatif
9ede4375-70a7-43a9-93b6-55546ee0dbbb,GajiGesa,2,,Layanan pengaduannya boot semua 🤦,layanan pengaduannya boot semuanya,Customer Service,negatif
77ba6e34-d8a5-4f6c-b27c-cc30a737ead9,GajiGesa,5,,"Saya bingung cara bayarnya, saya sudah gajian tapi pinjaman saya gak di tarik autodebet. Pas buka aplikasi limit cuma 48 ribu. Mau hubungi callcenter wa gak respon. Tolong di respon ya.","saya bingung cara bayarnya, saya sudah gajian tapi pinjaman saya tidak di tarik autodebet. pas buka aplikasi limit hanya 48 ribu. mau menghubungi callcenter aplikasi whatsapp tidak respon. mohon di merespons ya.",Customer Service,negatif
023f7eaf-5b1e-4905-a633-05f8bf0ac716,GajiGesa,3,,"Sudah 2 hari penarikan gaji belum masuk,layanan konsultasi tidak merespon","sudah 2 hari penarikan gaji belum masuk,layanan konsultasi tidak merespon",Customer Service,netral
6916aa8a-73b0-4a23-97e7-a8eb6c490726,GajiGesa,4,,waktu tunggu untuk terhubung dengan cs di jam sibuk memang lebih lama dari biasanya tapi setelah terhubung pelayanannya cukup baik mereka mendengarkan masalah saya dan mencoba memberikan solusi yang relevan,waktu tunggu untuk terhubung dengan cs di jam sibuk memang lebih lama dari biasanya tapi setelah terhubung pelayanannya cukup baik mereka mendengarkan masalah saya dan mencoba memberikan solusi yang relevan,Customer Service,netral
11c6a77b-020f-48ba-8f79-c9b240ea3197,GajiGesa,5,,saya melaporkan masalah akun saya dan cs merespons dengan prosedur standar meminta data data verifikasi yang diperlukan prosesnya cukup panjang tapi saya mengerti ini demi keamanan akun saya sendiri,saya melaporkan masalah akun saya dan cs merespons dengan prosedur standar meminta data data verifikasi yang diperlukan prosesnya cukup panjang tapi saya mengerti ini demi keamanan akun saya sendiri,Customer Service,netral
0172096f-062f-4a09-9d4a-7928458f3e36,GajiGesa,5,,saya melampirkan tangkapan layar saat melapor ke cs,saya melampirkan tangkapan layar saat melapor ke cs,Customer Service,netral
2352aa92-8982-4a59-856c-46296d392260,GajiGesa,5,,cs bisa dihubungi lewat whatsapp,cs bisa dihubungi lewat whatsapp,Customer Service,netral
a3678750-8dff-4a5f-8819-f3febca8827c,GajiGesa,5,,tim support akan memproses keluhan saya,tim support akan memproses keluhan saya,Customer Service,netral
e79a2340-37f5-4773-9915-6d44762f8f69,GajiGesa,2,,"Bulan sekarang penarikan status menunggu trs dari tanggal 15 - sekarang dengan alasan tertunda pas nanya ke cs alasanya knpa malah di suruh nunggu 4 hari diluar hari libur, padahal batas penarikan cuma 5 hari. Bantu perbaiki yah","bulan sekarang penarikan status menunggu terus dari tarikh 15 - sekarang dengan alasan tertunda pas bertanya ke layanan pelanggan alasanya kenapa malah di menyuruh menunggu 4 hari diluar hari libur, padahal batas penarikan hanya 5 hari. membantu perbaiki ya",Customer Service,positif
5fe7ff17-2ed0-4bd0-9dd0-4fc41b4b8fda,GajiGesa,4,,Ini gimna dah sampe sekarang blm jga ad limit tunai ya udah coba buat hubungin pihak cs ya tapi kgk di bls biasa ya tanggal sgini tuh dah ad limit ya,ini bagaimana sudah sampai sekarang belum juga ada limit tunai benar sudah mencoba untuk hubungin pihak layanan pelanggan benar tapi kgk di balas biasa benar tarikh sgini itu sudah ada limit benar,Customer Service,positif
f8eee4dd-6810-4ebe-b55d-659045b8214f,GajiGesa,4,,"halo, kalau mau komplain lewat apa, ada CS nya? saya transaksi statusnya menunggu, saldo sdh kepotong tapi belum terkirim dana nya.","halo, kalau mau keluhan lewat apa, ada layanan pelanggan nya? saya bertransaksi statusnya menunggu, saldo sudah terpotong tapi belum terkirim dana nya.",Customer Service,positif
7aa4a29b-5b05-46ba-999e-9d0424d54fa2,GajiGesa,5,,Aplikasi yg sangat bagus Respon cepat Semoga limitnya ditamba lgi,aplikasi yang sangat bagus merespons cepat mudah-mudahan limitnya ditamba lagi,Customer Service,positif
24f3d526-6c0b-4d82-ada8-e2579a8bcc37,GajiGesa,5,,"Mantap aplikasinya, semua penarikan transaksi tergantung Hrdnya respon cepat adminnya.","mantap aplikasinya, semuanya penarikan bertransaksi tergantung hrdnya merespons cepat adminnya.",Customer Service,positif
c47e95a1-e3ac-4146-91bd-c5acb013d03c,GajiGesa,1,,aplilasi sering error,aplilasi sering error,Keandalan Sistem,negatif
6e583041-c6e6-4dc5-9662-97d55dfeafe1,GajiGesa,1,,Gimana sih udah tanggal gajian gak bisa tarik gaji?! Kalaupun bisa lama di transfer ke rekeningnya 👎👎 perbaiki lagi lahh sistemnya,bagaimana sih sudah tarikh penggajian tidak bisa tarik gaji?! sekalipun bisa lama di transfer ke rekeningnya perbaiki lagi lah sistemnya,Keandalan Sistem,negatif
5cd18884-b456-4a37-bc39-55f8a03f0545,GajiGesa,1,,Limitnya GK jelas udh 2jt malah dari awal lagi apk apa ini,limitnya tidak jelas sudah 2jt malah dari mulai lagi aplikasi apa ini,Keandalan Sistem,negatif
e283e878-6f29-43a5-8d50-f020cdf3441d,GajiGesa,1,,"Makin kesini tampilan doang diperbarui aplikasi lemot loading terus, sama gak update gaji. Gajelassssss !!!","makin ke sini tampilan saja diperbarui aplikasi lambat memuat terus, sama tidak update gaji. gajelass !!",Keandalan Sistem,negatif
1399ed99-1e7f-414a-be11-0544b8e9b875,GajiGesa,1,,Bikin aplikasi gimana sii lemot bgt sinyal bgus tapi lama ga kebuka-buka,membuat aplikasi bagaimana sih lambat banget sinyal bagus tapi lama tidak kebuka-buka,Keandalan Sistem,negatif
ad8d9ff7-0013-415e-b40b-70040c25ac72,GajiGesa,1,,"Loading terus , komplain ke cs , di suruh uninstall dulu , pas udah di instal akun tidak terdaftar , payah","memuat terus , keluhan ke layanan pelanggan , di menyuruh menghapus dulu , pas sudah di menginstal akun pengguna tidak terdaftar , buruk",Keandalan Sistem,negatif
ac9dd020-abfa-4d60-84ed-45b94ebcab30,GajiGesa,1,,Gak guna sekarang gaji gesa jadi lelet,tidak manfaat sekarang gaji gesa jadi lambat,Keandalan Sistem,negatif
9ab12398-024e-4e54-af73-660406b64bf1,GajiGesa,1,,Loading terus gak jelas,memuat terus tidak jelas,Keandalan Sistem,negatif
5a8fe803-4312-4a4e-9deb-28b76292bbb5,GajiGesa,1,,Kecewa sma gajigesa krna udh ga bsa pinjem duit gaji lg,kecewa sama gajigesa karena sudah tidak bisa meminjam uang gaji lagi,Keandalan Sistem,negatif
b6ee77c7-1887-43a3-bd29-5d7b6945724e,GajiGesa,1,,aplikasinya lemot. ngga bisa respon 24 jam. perbaikan data base ngga jelas. lama. masa nunggu jam kerja.,aplikasinya lemot. tidak bisa merespons 24 jam. memperbaiki data base tidak jelas. lama. masa menunggu jam kerja.,Keandalan Sistem,negatif
0b92abe5-ffb0-4111-9236-0323f3ac2176,GajiGesa,1,,"BUAT KALIAN YANG PUNYA SALDO POIN, SEGERA DI TUKAR ATAU DI CAIRKAN! SEBELUM HANGUS SIA SIA SEPERTI POINT SAYA! POINT SAYA HANGUS KARENA AKUN DI NON AKTIF KAN ATAS PERMINTAAN HR PADAHAL HITUNGAN NYA SAYA MASIH CUTI TERAKHIR DAN HITUNGAN MASIH KARYAWAN HINGGA AKHIR DESEMBER. TIDAK ADA NOTIFIKASI DARI HR MAUPUN PIHAK GAJIGESA SEBELUM NYA SOAL POIN YANG AKAN HANGUS/PIHAK GAJIGESA SUDAH LALAI TIDAK INFORMASI KEPADA SAYA UNTUK NOTICE PERIHAL AKUN AKAN DI NON AKTIFKAN. NOT RECOMMENDED!!!!!!!!!!!!!!","untuk kamu semua yang punya saldo poin, lekas di tukar atau di cairkan! sebelum hangus sia sia seperti point saya! point saya hangus karena akun pengguna di non aktif kan atas permintaan hr padahal hitungan ya saya masih cuti terakhir dan hitungan masih karyawan sampai terakhir desember. tidak ada notifikasi dari hr maupun pihak gajigesa sebelum ya soal poin yang akan hangus/pihak gajigesa sudah lalai tidak informasi kepada saya untuk notice perihal akun pengguna akan di non aktifkan. not recommended!!",Keandalan Sistem,negatif
cdc0e179-382b-477f-a395-d8b574dcebfd,GajiGesa,1,,G bs dpake lagii..sdh brp kali errorr...awal2 pake gretoong aplikasinya ee skrg hrs bayar cuuyyy...,tidak bisa dpake lagii..sdh berapa kali ini errorr..awal2 pakai gretoong aplikasinya ee sekarang harus membayar cuuyy..,Keandalan Sistem,negatif
7bf0ea60-9486-4512-81dc-ad46be7b9020,GajiGesa,1,,Aplikasi jelek....disitu tertera tgl btas penarikan.tapi pas ditarik kok gk bisa...hapus aja kalo gk berfungsi no aplkkasi.,aplikasi jelek..disitu tertera tanggal btas penarikan.tapi pas ditarik mengapa tidak bisa..hapus saja kalau tidak berfungsi no aplkkasi.,Keandalan Sistem,negatif
9f24625f-0477-47da-a950-6aa4149a570b,GajiGesa,1,,Aplikasi gk berfungsi. Cuma notifikasi doank muncul mulu. Perbaikan trus gk bener2 🤣,aplikasi tidak berfungsi. hanya notifikasi doang muncul mulu. memperbaiki terus tidak benar-benar,Keandalan Sistem,negatif
2ae6d8a1-613d-40e6-a476-0f0ab7b95f62,GajiGesa,1,,Ga jd kasih bintang lima tiap bulan kl di buka aplikasinya daftar lagi pake nomer hp...ribet.tolong kl dah masuk ga usah tiap bulan masuk kaya baru lagi..kl kartunya yg didaftar masih aktif kl ga aktif,tidak jadi kasih bintang lima tiap bulan kalau di buka aplikasinya mendaftar lagi pakai nomor hp..ribet.tolong kalau sudah masuk tidak usah tiap bulan masuk seperti baru lagi..kl kartunya yang didaftar masih aktif kalau tidak aktif,Keandalan Sistem,negatif
091f9503-fc82-4de8-87fa-3757e331bf27,GajiGesa,1,,"Terlalu sering eror banyak bug, pembaruan yang gak jelas aja di pentingin","amat sangat sering error banyak bug, pembaruan yang tidak jelas saja di pentingin",Keandalan Sistem,negatif
0f12b94d-7ffd-463d-b41e-d0cc7ef75c10,GajiGesa,1,,"Apaan aplikasi eror Mulu , mending hapus aja aplikasi kalo gabis digunain","apaan aplikasi error melulu , mending menghapus saja aplikasi kalau gabis digunain",Keandalan Sistem,negatif
