review_id,app_name,package_name,rating,review_date,review_text_original,review_text_clean,skip_flag,skip_category
02a22046-9b8f-48fe-95bf-f7aad5c25a9e,VENTENY,app.fortuna.venteny,1,2025-03-16,"hati2 dalam penggunaan koin venteny, bisa jadi itu koin ghoib, karena setelah saya transaksi menggunakannya nyatanya malah ke refund dengan sendirinya, alhasil status pesanan sukses tapi faktanya transaksi gagal. sampai sudah coba berkali2 menggunakan koinnya, saldo sudah nyangkut banyak, bilangnya 7 hari kerja saldo balik, sampai 14 hari kerja ga balik2 saldonya","hati-hati di dalam penggunaan koin venteny, bisa jadi itu koin ghoib, karena setelah saya bertransaksi menggunakannya nyatanya malah ke pengembalian dana dengan sendirinya, alhasil status pesanan sukses tapi faktanya bertransaksi gagal. hingga sudah mencoba berkali2 menggunakan koinnya, saldo sudah tersangkut banyak, bilangnya 7 hari kerja saldo balik, hingga 14 hari kerja tidak balik2 saldonya",False,TIDAK_SKIP
58e2b9c0-676d-42b9-8769-fdc1bc8ba53e,VENTENY,app.fortuna.venteny,5,2025-03-14,Diperbaiki loading nya lama,diperbaiki memuat ya lama,False,TIDAK_SKIP
c98bd537-9e20-41e7-b8ed-2b437aa22a58,VENTENY,app.fortuna.venteny,1,2025-02-18,"Beli vc setelah redeem malah tidak terdftr vcnya . Padahal urgent pemakaian , chat cs lama . Sangat2 lambat penanganannya , telp kontak kantor yg tertera juga ga terdftr . Paraah . Customer dibuat bingung dg vc yg uda dibeli . Dikasi kode vc yg palsu","membeli vc setelah redeem malah tidak terdftr vcnya . padahal urgent pemakaian , chat layanan pelanggan lama . sangat-sangat lambat penanganannya , telp menghubungi pejabat yang tertera juga tidak terdftr . parah . pelanggan dibuat bingung dengan vc yang sudah dibeli . dikasi kode rahasia vc yang palsu",False,TIDAK_SKIP
595de804-37e6-429f-b5f4-35c9ff386f56,VENTENY,app.fortuna.venteny,3,2025-01-02,Knp saat pembayaran diaplikasi ini GK bisa ya muter2 mulu,kenapa saat pembayaran diaplikasi ini tidak bisa benar muter2 melulu,False,TIDAK_SKIP
731a76ca-9ee1-49af-995c-867557e8bcbc,VENTENY,app.fortuna.venteny,5,2024-12-19,"Baru beberapa bulan saya install, aplikasinya oke banget sih. Saran aja ditambahin promo promonya","baru beberapa bulan saya install, aplikasinya baik banget sih. saran saja ditambahin promo promonya",False,TIDAK_SKIP
577753f2-1627-4587-88ed-64c63c09c871,VENTENY,app.fortuna.venteny,1,2024-12-02,Mohon dibantu kenapa vocher baru diredeem kok ketika dibuka status vocher sudah diredeem jauh hari sebelumnya?🙏 Sudah komplain lewat live chat belum ada solusi dan sudah lewat email belum juga dibales🙏,mohon dibantu mengapa voucher baru diredeem mengapa ketika dibuka status voucher sudah diredeem jauh hari sebelumnya? sudah keluhan lewat live chat belum ada solusi dan sudah lewat email belum juga dibales,False,TIDAK_SKIP
a801a939-aedb-4a1c-b451-1f0bd3683096,VENTENY,app.fortuna.venteny,1,2024-11-29,Aplikasi tidak bisa dibuka Sejak 11/11/24 sampai hari ini 29/11/24 apps masih ttp tidak bisa dibuka,aplikasi tidak bisa dibuka sejak 11/11/24 hingga hari ini 29/11/24 apps masih tetap tidak bisa dibuka,False,TIDAK_SKIP
c3e59cd9-0444-4c3a-8066-2c7885401b3f,VENTENY,app.fortuna.venteny,5,2024-11-26,Aplikasi nya sangat membantu sekali,aplikasi ya sangat membantu sekali,False,TIDAK_SKIP
354d50bc-69f9-4f52-8d11-09c7966eea14,VENTENY,app.fortuna.venteny,1,2024-11-15,Parah sih ini. Aplikasi sering bermasalah setiap hari. Saat hari jumat sabtu minggu semua produk tidak bisa beli. Bisa d beli senin malam. Lahh aplikasi apaan ini masa kalah sama yang sekelas ewallet receh contoh putra reload. Kalian smua hati hati kalau transaksi mengunakan jasa apk ini. Setiap hari harus komplen. Saat ada masalah hari jumat. D tanggapi senin. Selesai hari kamis (nominal uang 34jt) sprtinya uang member di cuci dulu. Dan sengaja aplikasi on tp tdk bisa buat transaksi. Waspada ya,parah sih ini. aplikasi sering bermasalah setiap hari. saat hari jumat sabtu minggu semuanya produk tidak bisa beli. bisa di membeli senin malam. lah aplikasi apaan ini masa kalah sama yang sekelas dompet digital receh contoh putra reload. kamu semua semua hati hati kalau bertransaksi mengunakan jasa aplikasi ini. setiap hari harus komplen. saat ada masalah hari jumat. di tanggapi senin. selesai hari kamis (nominal uang 34jt) sprtinya uang member di cuci dulu. dan sengaja aplikasi on tapi tidak bisa untuk transaksi. waspada benar,False,TIDAK_SKIP
6b3e17fb-56a3-48a5-8ae1-b088dc43a51a,VENTENY,app.fortuna.venteny,1,2024-11-08,Tidak bisa mendaftar ketika memasukan referall karna tidak ada kode referall tidak bisa,tidak bisa mendaftar ketika memasukan referall karena tidak ada kode rahasia referall tidak bisa,False,TIDAK_SKIP
a7c7c200-c437-403c-a48e-b96539a29ce2,VENTENY,app.fortuna.venteny,1,2024-11-08,Payah saat ada mslh keuangan tidak di respon apapun. Harap berhati hati dengan aplikasi saat sangkut uang nominal banyak. Cs pada gk ada yg respon. Apaan saya email sampai hari ini tidak d balas. Payah. Aplikasi kok operasional senin sd jumat. Ngapain dirikan prusahaan ewallet. Mending produksi krupuk aja,buruk saat ada masalah keuangan tidak di merespons apapun. harap berhati hati dengan aplikasi saat sangkut uang jumlah nominal banyak. layanan pelanggan kepada tidak ada yang respon. apaan saya email hingga hari ini tidak di balas. payah. aplikasi mengapa operasional senin sd jumat. mengapa dirikan perusahaan ewallet. mending produksi krupuk saja,False,TIDAK_SKIP
048d4b60-b77d-43db-bc6d-58c79e32e103,VENTENY,app.fortuna.venteny,1,2024-11-06,"benar² parah si ini sistemnya, udah bayar tapi status pesanan malah expired","benar² parah sih ini sistemnya, sudah membayar tapi status pesanan malah kadaluarsa",False,TIDAK_SKIP
2868225c-4ee1-42e8-a70d-d59ac18643c5,VENTENY,app.fortuna.venteny,1,2024-11-06,"proses verifikasi pembayaran sangat lama sampai statusnya berubah menjadi expired, padahal voucher nya mau segera dipakai","proses memverifikasi pembayaran sangat lama hingga statusnya berubah menjadi expired, padahal voucher ya mau lekas dipakai",False,TIDAK_SKIP
1ca8ad80-bd13-4419-9ecf-518681beb845,VENTENY,app.fortuna.venteny,4,2024-10-09,Terimakasih sangat bermanfaat,terima kasih sangat bermanfaat,False,TIDAK_SKIP
34f150f3-9a43-47fa-8cf6-c8585b1d519d,VENTENY,app.fortuna.venteny,1,2024-10-03,"lama banget sihh cs nya, 1,8 juta saya blm jelas ini, transfer ke rekening tapi gak masuk dan gak ada notif berhasil atau tidak Tolong bales segera chat saya dan balikkin saldo 1,8 juta saya","lama banget sih layanan pelanggan nya, 1,8 sejuta saya belum jelas ini, transfer ke rekening tapi tidak masuk dan tidak ada notifikasi berhasil atau tidak mohon balas lekas chat saya dan balikkin saldo 1,8 sejuta saya",False,TIDAK_SKIP
3abcc83e-fe3b-4eff-8a5a-876b8967795a,VENTENY,app.fortuna.venteny,5,2024-09-12,punrnobbas,punrnobbas,True,TERLALU_PENDEK
c8bfbc7d-42a3-4f70-bf24-d750ccf1f65f,VENTENY,app.fortuna.venteny,5,2024-09-09,EDIT : Tiap trouble di aplikasi venteny ... kontak CSnya langsung gercep dibenahin. Makasih banyak. Sukses terus.,edit : tiap trouble di aplikasi venteny .. menghubungi csnya segera cepat tanggap dibenahin. terima kasih banyak. sukses terus.,False,TIDAK_SKIP
508e29e9-9509-4f2a-bca1-60880f163948,VENTENY,app.fortuna.venteny,5,2024-09-03,josss,bagus,True,TERLALU_PENDEK
50d69732-9be5-4795-9dbc-6ad83a35f55f,VENTENY,app.fortuna.venteny,1,2024-07-12,Aplikasi ngak jelas Nggak bisa login padahal udah beli voucher,aplikasi tidak jelas tidak bisa login padahal sudah membeli voucher,False,TIDAK_SKIP
4a9cf4e2-dac3-47d8-aab6-c861305a3cd9,VENTENY,app.fortuna.venteny,1,2024-06-11,"Saldo 300rb hilang... beli voc baru rendeem 18, sudah terpakai 20. Mau liat riwayat kode voc tdk bisa... hadee... nilep uang","saldo 300rb hilang.. membeli voc baru rendeem 18, sudah terpakai 20. mau lihat riwayat kode rahasia voc tidak bisa.. hadee.. nilep uang",False,TIDAK_SKIP
fcad73ac-1947-49f0-ac97-9c2fe186a5a3,VENTENY,app.fortuna.venteny,1,2024-05-20,"Gimana ini soal koin venteny, tiap nanya ke CS jawabannya pemeliharaan terus perihal koin venteny, semenjak saldo venteny kerjasama sama dipay, koin ilang dan gak ada tanggung jawab, padahal itu saldo refund bukan dari cashback, harusnya koin diubah ke saldo atau gimana biar pelanggan ada kepastian","bagaimana ini soal koin venteny, tiap bertanya ke layanan pelanggan jawabannya pemeliharaan terus perihal koin venteny, semenjak saldo venteny kerjasama sama dipay, koin hilang dan tidak ada tanggung jawab, padahal itu saldo pengembalian dana bukan dari cashback, harusnya koin diubah ke saldo atau bagaimana biar pelanggan ada kepastian",False,TIDAK_SKIP
acb97317-0cfc-4feb-b405-666a6162d0ff,VENTENY,app.fortuna.venteny,5,2024-01-30,🇮🇩✈️🏖️🤲🙏🤲🏖️✈️🇮🇩,,True,TERLALU_PENDEK
8eb814b1-c9e8-4f77-9841-e560e6be08e8,VENTENY,app.fortuna.venteny,5,2024-01-07,lanjutkan mahrusoke,lanjutkan mahrusoke,True,TERLALU_PENDEK
f7f4c8f5-b849-4f29-9982-5ee448d02d19,VENTENY,app.fortuna.venteny,5,2024-01-04,Wahhh aplikasinya bagus!!,wah aplikasinya bagus!!,False,TIDAK_SKIP
66c95223-f164-40ad-95b8-7a1ead213823,VENTENY,app.fortuna.venteny,1,2023-12-27,"SALDO TERPOTONG SAAT PEMBAYARAN MENGGUNAKAN SALDO VENTENY, TAPI EXPIRED DAN GAGAL DI ANGGAP TIDAK MEMOTONG SALDO... APK BUSUK... RIP SALDO KONSUMEN.","saldo terpotong saat pembayaran menggunakan saldo venteny, tapi kadaluarsa dan gagal di anggap tidak memotong saldo.. aplikasi busuk.. rip saldo konsumen.",False,TIDAK_SKIP
6ac00b17-8a8d-47b4-9d12-d2b5c0f29228,VENTENY,app.fortuna.venteny,5,2023-12-16,Mantap nih,mantap ini,True,TERLALU_PENDEK
bc228062-0ff0-40b9-b988-002a63b9495c,VENTENY,app.fortuna.venteny,5,2023-12-10,Bagus banget,bagus banget,True,TERLALU_PENDEK
6d992c90-d524-4827-8142-e4a3d8469d12,VENTENY,app.fortuna.venteny,2,2023-12-10,"Gak bisa daftar padahal nomor lama, pulsa banyak, wa aktif, tpi gak dapat otp. Apa pilih2 nomor tertentu saja yang bisa ?","tidak bisa mendaftar padahal nomor lama, pulsa banyak, aplikasi whatsapp aktif, tapi tidak dapat otp. apa pilih2 nomor tertentu saja yang bisa ?",False,TIDAK_SKIP
17c208ab-9034-4270-8e08-9adaf423c684,VENTENY,app.fortuna.venteny,5,2023-12-06,Lumayan,lumayan,True,TERLALU_PENDEK
7f985113-0ce8-4371-9a1a-b0179c3d71ac,VENTENY,app.fortuna.venteny,1,2023-11-30,Cara daftarnya gimana ya ? Kok lewat sms dan wa gak muncul2 OTP nya. Pulsa banyakk dan WA aktiff. Masih tidak bisa menerima OTP,cara daftarnya bagaimana benar ? mengapa lewat sms dan aplikasi whatsapp tidak muncul2 otp nya. pulsa banyakk dan aplikasi whatsapp aktiff. masih tidak bisa menerima otp,False,TIDAK_SKIP
a4a358b3-bd35-4735-b97b-46cadcc02725,VENTENY,app.fortuna.venteny,5,2023-11-22,Okeeeeey Sangat membantu para pekerja,okeey sangat membantu para pekerja,False,TIDAK_SKIP
8d317239-7281-440c-9ce0-9abbbb8c9fd4,VENTENY,app.fortuna.venteny,5,2023-11-17,Aplikasinya sangat membantu,aplikasinya sangat membantu,False,TIDAK_SKIP
3278f592-5ee9-495a-8dfd-14567e1b16ae,VENTENY,app.fortuna.venteny,5,2023-11-08,Aplikasinya mempermudah employee dalam transaksi..,aplikasinya mempermudah employee di dalam transaksi..,False,TIDAK_SKIP
119ef96c-b41a-4825-adde-1db724a04e05,VENTENY,app.fortuna.venteny,5,2023-11-07,Aplikasinya sangat bermanfaat,aplikasinya sangat bermanfaat,False,TIDAK_SKIP
452a13c4-c6f6-4e02-9ffe-a877a3d52187,VENTENY,app.fortuna.venteny,1,2023-11-07,Aplikasi ga jelassss semua nya lama semuanya di persulitttt TAIIII,aplikasi tidak jelas semuanya ya lama semuanya di persulitt taii,False,TIDAK_SKIP
4722ab07-f2ea-492b-bc3c-5fb1a1dbb82f,VENTENY,app.fortuna.venteny,5,2023-11-03,Nice 👍,bagus,True,TERLALU_PENDEK
9ab735dc-5b09-4d2d-be41-d72db4e9d0e3,VENTENY,app.fortuna.venteny,5,2023-11-02,Saya senang punya aplikasi Venteny terimakasih Venteny,saya senang punya aplikasi venteny terima kasih venteny,False,TIDAK_SKIP
fa55c475-3452-4945-8459-65fcc8cbb7ae,VENTENY,app.fortuna.venteny,5,2023-11-01,Gatau males mau beli truck,tidak tahu malas mau membeli truck,False,TIDAK_SKIP
a62b92c6-4417-4f56-a861-a2a6090a9bca,VENTENY,app.fortuna.venteny,5,2023-10-31,"Pliss aplikasinya bgus bgt, anti ribet buat dipke sehari2, nyesel kenapa baru download sekarang, sukses terus kedepannya ventenyyy","tolong aplikasinya bagus bgt, anti rumit untuk dipakai sehari2, menyesal mengapa baru mengunduh sekarang, sukses terus kedepannya ventenyy",False,TIDAK_SKIP
6b815390-f92e-4018-94b1-920f687d4786,VENTENY,app.fortuna.venteny,5,2023-10-29,Bagus,bagus,True,TERLALU_PENDEK
e5b191dd-31b8-4dcc-95fb-e2b8c78eadef,VENTENY,app.fortuna.venteny,5,2023-10-26,"Aplikasi sangat bagus,simple mudah dipake,sering ada promo jugaa","aplikasi sangat bagus,simple gampang dipake,sering ada promo juga",False,TIDAK_SKIP
3551a401-98ff-48e1-a64c-bab0b1cb0f27,VENTENY,app.fortuna.venteny,5,2023-10-26,"Aplikasi sangat bagus,bisa buat semua kebutuhan digital,sering ada promo juga,sukses terus kedepannya😍","aplikasi sangat bagus,bisa untuk semuanya kebutuhan digital,sering ada promo juga,sukses terus kedepannya",False,TIDAK_SKIP
69acb047-9ed1-4f75-b092-5984a9182d36,VENTENY,app.fortuna.venteny,5,2023-10-25,Sangat bagus😍,sangat bagus,True,TERLALU_PENDEK
26ae035c-952e-442a-a6c4-f44e6404004f,VENTENY,app.fortuna.venteny,1,2023-10-24,Dukungan untuk android Lollipop udah gaada ya.. sedih. Tolong diperbaiki soalnya di hp saya muncul notif tidak kompatibel. Beda dengan versi sebelumnya,dukungan untuk android lollipop sudah tidak ada ya.. sedih. mohon diperbaiki karena di handphone saya muncul notifikasi tidak kompatibel. berbeda dengan versi sebelumnya,False,TIDAK_SKIP
e758fc32-d047-4d5e-886b-78488e4f5695,VENTENY,app.fortuna.venteny,5,2023-10-20,Sangat mudah dan membantu 👌,sangat gampang dan membantu,False,TIDAK_SKIP
e0c87edf-0205-4309-8a24-aa290d2a3374,VENTENY,app.fortuna.venteny,5,2023-10-17,"Sangat sangat membantu untuk fullmom seperti saya, yang mager keluar rumah. Thanks venteny","sangat sangat membantu untuk fullmom seperti saya, yang malas gerak mengeluarkan rumah. terima kasih venteny",False,TIDAK_SKIP
46f0c969-1bd9-4a1a-b354-2a2bb4e63b74,VENTENY,app.fortuna.venteny,5,2023-10-16,Baru tahu ada aplikasi sekeren ini bisa mempermudah hidup. Pliiss smoga kedepannya smakin keren!,baru tahu ada aplikasi sekeren ini bisa mempermudah hidup. pliiss semoga kedepannya semakin keren!,False,TIDAK_SKIP
1e3b3dd0-c078-482d-b7fb-3e393003c00c,VENTENY,app.fortuna.venteny,5,2023-10-15,Aplikasnya bagus bgt. Sangat membantu 👍🏻,aplikasnya bagus bgt. sangat membantu,False,TIDAK_SKIP
2149a0f4-7d3d-415c-b9b7-aaf3df7c21e1,VENTENY,app.fortuna.venteny,5,2023-10-13,"Baru tau ternyata aplikasinya bisa dipake buat berbagai transaksi kaya ngisi pulsa, top up dll. Sukses terus Venteny","baru tahu ternyata aplikasinya bisa dipakai untuk berbagai bertransaksi seperti mengisi pulsa, bagus memperbarui dll. sukses terus venteny",False,TIDAK_SKIP
427a507c-1005-4f57-9010-75219f53f9e5,VENTENY,app.fortuna.venteny,5,2023-10-12,membantu buat belanja online.... makasi venteny,membantu untuk belanja online.. terima kasih venteny,False,TIDAK_SKIP
89517cf1-645c-40c2-8115-39dcb06888bb,VENTENY,app.fortuna.venteny,1,2023-10-11,"error teruss, mau tarik tunai susahnya minta ampun... klo lagi urgent malah lama jadinya....","error teruss, mau tarik tunai susahnya meminta ampun.. kalau lagi urgent malah lama jadinya..",False,TIDAK_SKIP
a934685f-b594-48da-8c7e-3cc5ef25bf5d,VENTENY,app.fortuna.venteny,5,2023-10-08,Aplikasi terbaik,aplikasi paling baik,False,TIDAK_SKIP
1765d208-54cf-4675-a7c3-eb48b7dfc938,VENTENY,app.fortuna.venteny,5,2023-10-06,Bagus membantu,bagus membantu,True,TERLALU_PENDEK
e0c3c2ca-21ee-4001-9d75-09b95c08c607,VENTENY,app.fortuna.venteny,5,2023-10-04,Aplikasinya mudah digunakan,aplikasinya gampang digunakan,False,TIDAK_SKIP
3868c293-4950-4ce7-8d10-ded5ab3cf0cf,VENTENY,app.fortuna.venteny,5,2023-10-04,"Fiturr sangat membantu sekali, terima kasih","fiturr sangat membantu sekali, terima kasih",False,TIDAK_SKIP
bc340496-b2ae-42b7-bde7-78bf72beac75,VENTENY,app.fortuna.venteny,5,2023-10-02,Membantu banget,membantu banget,True,TERLALU_PENDEK
00da4b33-8596-4c4a-883b-a36da6a0ba77,VENTENY,app.fortuna.venteny,5,2023-09-30,"Aplikasi ini sangat membantu sekali, dengan aplikasi ini memudahkan saya untuk mengisi pulsa, tup up dan transaksi lainnya","aplikasi ini sangat membantu sekali, dengan aplikasi ini memudahkan saya untuk mengisi pulsa, tup memperbarui dan bertransaksi lainnya",False,TIDAK_SKIP
c4436332-4458-4873-9295-398ff145e478,VENTENY,app.fortuna.venteny,5,2023-09-29,mantap banget,mantap banget,True,TERLALU_PENDEK
b7395ce2-c8a0-4bb6-804b-9129fc2e839f,VENTENY,app.fortuna.venteny,5,2023-09-28,Aplikasi yang bagus,aplikasi yang bagus,False,TIDAK_SKIP
ad44b96b-d2d6-438f-a5a1-679e23d46fe7,VENTENY,app.fortuna.venteny,5,2023-09-27,aplikasi yang sangat membantu membeli kebutuhan sehari2.,aplikasi yang sangat membantu membeli kebutuhan sehari2.,False,TIDAK_SKIP
8f97f730-6f29-4629-b1d9-a4a22a2cd8b9,VENTENY,app.fortuna.venteny,5,2023-09-22,Mantap aplikasinya berguna dan keren. Recommended banget,mantap aplikasinya bermanfaat dan keren. direkomendasikan banget,False,TIDAK_SKIP
7425cabd-6562-4f6f-8f9a-940fe830858c,VENTENY,app.fortuna.venteny,5,2023-09-18,Aplikasi yang sangat membantu untuk cari kebutuhan sehari2.,aplikasi yang sangat membantu untuk cari kebutuhan sehari2.,False,TIDAK_SKIP
ff9438bd-1cc2-4821-92a6-f70ec797f457,VENTENY,app.fortuna.venteny,5,2023-09-16,nice apps,bagus apps,True,TERLALU_PENDEK
ad3f244c-c6d3-4970-8fa1-80acec5e3d77,VENTENY,app.fortuna.venteny,5,2023-09-10,"Aplikasi membantu, tingkatkan terus","aplikasi membantu, tingkatkan terus",False,TIDAK_SKIP
13649637-7e2a-443c-b037-21d55271f8f9,VENTENY,app.fortuna.venteny,5,2023-09-09,Aplikasi bagus,aplikasi bagus,True,TERLALU_PENDEK
fe094ace-390b-4c95-aa32-38037545c75d,VENTENY,app.fortuna.venteny,5,2023-09-06,Aplikasi terbaik,aplikasi paling baik,False,TIDAK_SKIP
986f3968-35b2-4232-9a2a-286de4208dc7,VENTENY,app.fortuna.venteny,5,2023-09-02,Aplikasinya sangat membantu keren deh,aplikasinya sangat membantu keren deh,False,TIDAK_SKIP
27255884-7f19-4ad4-af49-bcdbb232af56,VENTENY,app.fortuna.venteny,5,2023-09-01,Aplikasinya mudah digunakan aplg ibu2 kaya aku..multitasking bgd deh ini...good job,aplikasinya gampang digunakan aplg ibu-ibu seperti aku..multitasking banget deh ini..good job,False,TIDAK_SKIP
25400957-3717-4732-9f36-bdf0182bd859,VENTENY,app.fortuna.venteny,5,2023-08-31,Sangat membantu dan menarik untuk promo promonya recomended bangettt...,sangat membantu dan menarik untuk promo promonya direkomendasikan bangett..,False,TIDAK_SKIP
933eb93c-96b5-4819-a29d-a76f65cfee68,VENTENY,app.fortuna.venteny,5,2023-08-30,Promonya banyak..,promonya banyak..,True,TERLALU_PENDEK
b2bfd419-a3f4-4b81-8653-63cf218009f6,VENTENY,app.fortuna.venteny,5,2023-08-27,Good aplikasii,bagus aplikasii,True,TERLALU_PENDEK
07b8e899-d512-4628-b97c-95c4203001ec,VENTENY,app.fortuna.venteny,5,2023-08-26,Sangat membantu,sangat membantu,True,TERLALU_PENDEK
306353bc-a56f-4eac-956f-430aeec622a5,VENTENY,app.fortuna.venteny,5,2023-08-25,instruksi di dalam aplikasi cukup ada tapi tidak selalu jelas untuk kasus kasus tertentu yang tidak umum beberapa kali saya harus mencari informasi tambahan di luar aplikasi untuk menyelesaikan masalah saya,instruksi di di dalam aplikasi cukup ada tapi tidak selalu jelas untuk kasus kasus tertentu yang tidak umum beberapa kali ini saya harus mencari informasi tambahan di luar aplikasi untuk menyelesaikan masalah saya,False,TIDAK_SKIP
b3a625df-7793-46f5-af4d-c22ef0af5cf4,VENTENY,app.fortuna.venteny,1,2023-08-25,"Bener APLIKASI BOBROK GK BISA DIANDELIN MAU BELI PULSA MALAH DUIT NYA ILANG, BELI GK PAKEK PROMO BELI PAKE VA MANDIRI PULSA GK MASUK DANA PAYMENT SEBESAR 100RIBU","benar aplikasi buruk tidak bisa diandelin mau membeli pulsa malah uang ya ilang, membeli tidak pakai promo membeli pakai va mandiri pulsa tidak masuk dana payment sebesar 100ribu",False,TIDAK_SKIP
ec69732a-ef5b-470f-964e-e1d884520266,VENTENY,app.fortuna.venteny,5,2023-08-23,"Aplikasi yang mempermudah hidup, apalagi untuk seorang Ibu bekerja yang harus multitasking jadi urusan pulsa, top up, dll dipermudah. Sarannya 1 admin/CS lebih gercep lagi yaa","aplikasi yang mempermudah hidup, apalagi untuk seorang emak bekerja yang harus multitasking jadi urusan pulsa, bagus up, dll dipermudah. sarannya 1 admin/cs lebih cepat tanggap lagi ya",False,TIDAK_SKIP
4d3b56a0-deda-4297-b1a8-04f7ababce93,VENTENY,app.fortuna.venteny,5,2023-08-22,Suka banget aplikasi ini,menyukai banget aplikasi ini,False,TIDAK_SKIP
d13488fc-5aa1-4da3-aa14-a443b778ce41,VENTENY,app.fortuna.venteny,5,2023-08-21,Aplikasi yang keren luar biasa..,aplikasi yang keren luar biasa..,False,TIDAK_SKIP
6b7dce6a-4052-4dff-bf53-5305c1ace102,VENTENY,app.fortuna.venteny,5,2023-08-20,Aplikasi bagus nih.,aplikasi bagus nih.,False,TIDAK_SKIP
47fe2957-bb8f-4896-89b6-552d80633fe3,VENTENY,app.fortuna.venteny,5,2023-08-14,Aplikasi Joss,aplikasi bagus,True,TERLALU_PENDEK
